,Date,Team,Acquired,Relinquished,Notes
5888,2015-01-13,Hawks,,Paul Millsap,placed on IL for rest
5889,2015-01-13,Hawks,Adreian Payne,,activated from IL
5890,2015-01-13,Spurs,,Marco Belinelli,placed on IL with strained left groin
5891,2015-01-13,Spurs,Emanuel Ginobili / Manu Ginobili,,activated from IL
5892,2015-01-13,Suns,,Tyler Ennis,placed on IL
5893,2015-01-14,Celtics,,Tayshaun Prince,placed on IL
5894,2015-01-14,Grizzlies,,Russ Smith,placed on IL
5895,2015-01-14,Hawks,,Al Horford,placed on IL for rest
5896,2015-01-14,Hawks,,Kyle Korver,placed on IL for rest
5897,2015-01-14,Hawks,DeMarre Carroll,,activated from IL
5898,2015-01-14,Hawks,Paul Millsap,,activated from IL
5899,2015-01-14,Heat,,Dwyane Wade,placed on IL with strained hamstring
5900,2015-01-14,Hornets,Lance Stephenson,,activated from IL
5901,2015-01-14,Magic,,Tobias Harris,placed on IL with sprained left ankle
5902,2015-01-14,Magic,Evan Fournier,,activated from IL
5903,2015-01-14,Nets,Markel Brown,,activated from IL
5904,2015-01-14,Pelicans,,Jrue Holiday,placed on IL with stress reaction in right ankle
5905,2015-01-14,Raptors,,Bruno Caboclo,placed on IL
5906,2015-01-14,Raptors,DeMar DeRozan,,activated from IL
5907,2015-01-14,Wizards,,Drew Gooden,placed on IL
5908,2015-01-14,Wizards,DeJuan Blair,,activated from IL
5909,2015-01-15,Knicks,,Andrea Bargnani,placed on IL
5910,2015-01-15,Knicks,,Cleanthony Early,placed on IL with ankle injury
5911,2015-01-15,Knicks,Amare Stoudemire / Amar'e Stoudemire,,activated from IL
5912,2015-01-15,Knicks,Carmelo Anthony,,activated from IL
5913,2015-01-16,Bulls,,Joakim Noah,placed on IL with sprained right ankle
5914,2015-01-16,Grizzlies,,Mike Conley Jr.,placed on IL with sprained right ankle
5915,2015-01-16,Grizzlies,Russ Smith,,activated from IL
5916,2015-01-16,Hawks,,Adreian Payne,placed on IL
5917,2015-01-16,Hawks,Al Horford,,activated from IL
5918,2015-01-16,Hawks,Kyle Korver,,activated from IL
5919,2015-01-16,Heat,,Josh McRoberts,placed on IL (P) (out for season)
5920,2015-01-16,Jazz,,Elliot Williams,placed on IL
5921,2015-01-16,Jazz,Rodney Hood,,activated from IL
5922,2015-01-16,Kings,,Rudy Gay,placed on IL with sore/strained left knee
5923,2015-01-16,Kings,Omri Casspi,,activated from IL
5924,2015-01-16,Nuggets,Jameer Nelson,,activated from IL
5925,2015-01-16,Spurs,,Austin Daye,placed on IL
5926,2015-01-16,Spurs,Kawhi Leonard,,activated from IL
5927,2015-01-16,Suns,,Archie Goodwin,placed on IL
5928,2015-01-16,Suns,Zoran Dragic,,activated from IL
5929,2015-01-16,Warriors,,Andrew Bogut,placed on IL for rest
5930,2015-01-17,Hawks,,Pero Antic,placed on IL
5931,2015-01-17,Hawks,Adreian Payne,,activated from IL
5932,2015-01-17,Kings,,Carl Landry,placed on IL with sprained right wrist
5933,2015-01-17,Kings,Rudy Gay,,activated from IL
5934,2015-01-17,Nuggets,Randy Foye,,activated from IL
5935,2015-01-17,Warriors,Andrew Bogut,,activated from IL
5936,2015-01-17,Spurs,Austin Daye,,activated from IL
5937,2015-01-18,Magic,,Andrew Nicholson,placed on IL
5938,2015-01-18,Magic,Aaron Gordon,,activated from IL
5939,2015-01-19,Bucks,,Kendall Marshall,placed on IL recovering from surgery on right knee to repair torn ACL (out for season)
5940,2015-01-19,Celtics,,James Young,placed on IL with illness
5941,2015-01-19,Celtics,Tayshaun Prince,,activated from IL
5942,2015-01-19,Grizzlies,,Russ Smith,placed on IL
5943,2015-01-19,Grizzlies,Mike Conley Jr.,,activated from IL
5944,2015-01-19,Hawks,,Shelvin Mack,placed on IL with strained left calf
5945,2015-01-19,Hawks,Pero Antic,,activated from IL
5946,2015-01-19,Hornets,,Kemba Walker,placed on IL with left knee injury
5947,2015-01-19,Hornets,Al Jefferson,,activated from IL
5948,2015-01-19,Suns,,Reggie Bullock,placed on IL
5949,2015-01-19,Suns,Tyler Ennis,,activated from IL
5950,2015-01-19,Wizards,,DeJuan Blair,placed on IL
5951,2015-01-19,Wizards,Drew Gooden,,activated from IL
5952,2015-01-20,Heat,,Justin Hamilton (b),placed on IL
5953,2015-01-20,Heat,Dwyane Wade,,activated from IL
5954,2015-01-20,Nuggets,,Erick Green,placed on IL
5955,2015-01-21,Hawks,,Adreian Payne,placed on IL
5956,2015-01-21,Hawks,John Jenkins,,activated from IL
5957,2015-01-21,Heat,,Luol Deng,placed on IL with illness
5958,2015-01-21,Heat,Justin Hamilton (b),,activated from IL
5959,2015-01-21,Hornets,,Noah Vonleh,placed on IL
5960,2015-01-21,Hornets,Kemba Walker,,activated from IL
5961,2015-01-21,Jazz,,Rodney Hood,placed on IL with foot injury / bruised left knee (P)
5962,2015-01-21,Jazz,Elliot Williams,,activated from IL
5963,2015-01-21,Kings,Ramon Sessions,,activated from IL
5964,2015-01-21,Magic,,Maurice Harkless / Moe Harkless,placed on IL
5965,2015-01-21,Magic,Tobias Harris,,activated from IL
5966,2015-01-21,Suns,,Tyler Ennis,placed on IL
5967,2015-01-21,Suns,,Zoran Dragic,placed on IL
5968,2015-01-21,Suns,Archie Goodwin,,activated from IL
5969,2015-01-21,Suns,Reggie Bullock,,activated from IL
5970,2015-01-21,Timberwolves,,Shabazz Muhammad,placed on IL
5971,2015-01-21,Timberwolves,Nikola Pekovic,,activated from IL
5972,2015-01-22,Bulls,Doug McDermott,,activated from IL
5973,2015-01-22,Pacers,C.J. Watson,,activated from IL
5974,2015-01-23,76ers,,Tony Wroten Jr.,placed on IL with torn ACL in right knee (out for season)
5975,2015-01-23,Bulls,Joakim Noah,,activated from IL
5976,2015-01-23,Cavaliers,Iman Shumpert,,activated from IL
5977,2015-01-23,Celtics,,Kelly Olynyk,placed on IL with sprained right ankle
5978,2015-01-23,Celtics,James Young,,activated from IL
5979,2015-01-23,Grizzlies,,Jarnell Stokes,placed on IL
5980,2015-01-23,Grizzlies,,Jordan Adams,placed on IL
5981,2015-01-23,Heat,Luol Deng,,activated from IL
5982,2015-01-23,Knicks,,Amare Stoudemire / Amar'e Stoudemire,placed on IL
5983,2015-01-23,Knicks,Cleanthony Early,,activated from IL
5984,2015-01-23,Magic,,Dewayne Dedmon,placed on IL
5985,2015-01-23,Magic,Andrew Nicholson,,activated from IL
5986,2015-01-23,Nuggets,Danilo Gallinari,,activated from IL
5987,2015-01-23,Pacers,,Shayne Whittington,placed on IL
5988,2015-01-23,Pacers,George Hill,,activated from IL
5989,2015-01-23,Suns,,T.J. Warren,placed on IL
5990,2015-01-23,Suns,Zoran Dragic,,activated from IL
5991,2015-01-24,Hornets,,Kemba Walker,placed on IL with torn lateral meniscus in left knee
5992,2015-01-24,Hornets,Noah Vonleh,,activated from IL
5993,2015-01-24,Knicks,,Jose Calderon,placed on IL with bruised left knee
5994,2015-01-24,Knicks,Amare Stoudemire / Amar'e Stoudemire,,activated from IL
5995,2015-01-24,Nets,,Mirza Teletovic,placed on IL with blood clots in lungs
5996,2015-01-24,Pistons,Spencer Dinwiddie,,activated from IL
5997,2015-01-25,Magic,,Ben Gordon,placed on IL
5998,2015-01-25,Magic,Maurice Harkless / Moe Harkless,,activated from IL
5999,2015-01-25,Pacers,,C.J. Miles,placed on IL with groin injury
6000,2015-01-25,Pacers,Shayne Whittington,,activated from IL
6001,2015-01-25,Rockets,,Terrence Jones,placed on IL with nerve inflammation in left leg
6002,2015-01-25,Rockets,Clint Capela,,activated from IL
6003,2015-01-25,Suns,,Brandan Wright,placed on IL with heel injury
6004,2015-01-25,Suns,T.J. Warren,,activated from IL
6005,2015-01-26,Grizzlies,,Tony Allen,placed on IL with ankle injury
6006,2015-01-26,Grizzlies,Jordan Adams,,activated from IL
6007,2015-01-26,Magic,,Maurice Harkless / Moe Harkless,placed on IL
6008,2015-01-26,Magic,Dewayne Dedmon,,activated from IL
6009,2015-01-26,Thunder,,Kevin Durant,placed on IL with sprained left big toe
6010,2015-01-26,Thunder,Grant Jerrett,,activated from IL
6011,2015-01-27,Bulls,,Jimmy Butler,placed on IL with illness
6012,2015-01-27,Heat,,Luol Deng,placed on IL with calf injury
6013,2015-01-27,Pistons,,Brandon Jennings,placed on IL with torn left Achilles (out for season)
6014,2015-01-27,Pistons,Luigi Datome / Gigi Datome,,activated from IL
6015,2015-01-27,Wizards,,Paul Pierce,placed on IL with sore left big toe
6016,2015-01-27,Wizards,DeJuan Blair,,activated from IL
6017,2015-01-28,Kings,Carl Landry,,activated from IL
6018,2015-01-28,Knicks,,Amare Stoudemire / Amar'e Stoudemire,placed on IL with wrist injury
6019,2015-01-28,Knicks,Jose Calderon,,activated from IL
6020,2015-01-28,Rockets,,Dwight Howard,placed on IL with sprained right ankle
6021,2015-01-28,Rockets,Terrence Jones,,activated from IL
6022,2015-01-28,Suns,,Archie Goodwin,placed on IL
6023,2015-01-28,Suns,,Zoran Dragic,placed on IL
6024,2015-01-28,Suns,Brandan Wright,,activated from IL
6025,2015-01-28,Suns,Tyler Ennis,,activated from IL
6026,2015-01-28,Timberwolves,,Robbie Hummel,placed on IL with fractured right hand
6027,2015-01-28,Timberwolves,Kevin Martin,,activated from IL
6028,2015-01-28,Wizards,,Nene / Nene Hilario / Maybyner Hilario,placed on IL with foot injury
6029,2015-01-28,Warriors,Festus Ezeli,,activated from IL
6030,2015-01-29,Bulls,Jimmy Butler,,activated from IL
6031,2015-01-29,Grizzlies,Tony Allen,,activated from IL
6032,2015-01-29,Magic,,Roy Devyn Marble / Roy Marble (Devyn),placed on IL
6033,2015-01-29,Magic,Ben Gordon,,activated from IL
6034,2015-01-29,Nuggets,JaVale McGee,,activated from IL
6035,2015-01-29,Pacers,,Shayne Whittington,placed on IL
6036,2015-01-29,Pacers,C.J. Miles,,activated from IL
6037,2015-01-30,Hawks,,DeMarre Carroll,placed on IL with strained left Achilles
6038,2015-01-30,Hawks,Adreian Payne,,activated from IL
6039,2015-01-30,Heat,,Dwyane Wade,placed on IL with strained hamstring
6040,2015-01-30,Kings,,Reggie Evans,placed on IL
6041,2015-01-30,Raptors,,Amir Johnson,placed on IL
6042,2015-01-30,Raptors,,James Johnson,placed on IL with right hamstring injury
6043,2015-01-30,Raptors,Bruno Caboclo,,activated from IL
6044,2015-01-30,Suns,,Reggie Bullock,placed on IL
6045,2015-01-30,Suns,Zoran Dragic,,activated from IL
6046,2015-01-31,Grizzlies,,Vince Carter,placed on IL with left foot injury
6047,2015-01-31,Hawks,,Thabo Sefolosha,placed on IL with strained right calf
6048,2015-01-31,Magic,,Victor Oladipo,placed on IL with strained/sore right Achilles
6049,2015-01-31,Magic,Maurice Harkless / Moe Harkless,,activated from IL
6050,2015-01-31,Nuggets,,Darrell Arthur,placed on IL with illness
6051,2015-01-31,Nuggets,,Kenneth Faried,placed on IL with illness
6052,2015-01-31,Nuggets,Erick Green,,activated from IL
6053,2015-01-31,Pacers,,Lavoy Allen,placed on IL with strained right knee
6054,2015-01-31,Pacers,Shayne Whittington,,activated from IL
6055,2015-01-31,Rockets,,Clint Capela,placed on IL
6056,2015-01-31,Rockets,Isaiah Canaan,,activated from IL
6057,2015-01-31,Thunder,,Grant Jerrett,placed on IL
6058,2015-01-31,Thunder,Kevin Durant,,activated from IL
6059,2015-01-31,Warriors,Ognjen Kuzmic / Ognen Kuzmic,,activated from IL
6060,2015-01-31,Wizards,,DeJuan Blair,placed on IL
6061,2015-01-31,Wizards,Nene / Nene Hilario / Maybyner Hilario,,activated from IL
6062,2015-02-01,Celtics,,Shavlik Randolph,placed on IL with strained hamstring
6063,2015-02-02,Hawks,DeMarre Carroll,,activated from IL
6064,2015-02-02,Magic,,Andrew Nicholson,placed on IL
6065,2015-02-02,Magic,Victor Oladipo,,activated from IL
6066,2015-02-02,Mavericks,,Rajon Rondo,placed on IL with fractured left orbital bone and fractured nose
6067,2015-02-02,Mavericks,Ricky Ledo,,activated from IL
6068,2015-02-02,Nets,Deron Williams,,activated from IL
6069,2015-02-02,Suns,,Tyler Ennis,placed on IL
6070,2015-02-02,Suns,,Zoran Dragic,placed on IL
6071,2015-02-02,Suns,Archie Goodwin,,activated from IL
6072,2015-02-02,Suns,Reggie Bullock,,activated from IL
6073,2015-02-02,Thunder,,Kevin Durant,placed on IL with sprained left big toe
6074,2015-02-02,Thunder,,Perry Jones III,placed on IL with ankle injury
6075,2015-02-02,Thunder,Grant Jerrett,,activated from IL
6076,2015-02-02,Thunder,Mitch McGary,,activated from IL
6077,2015-02-02,Timberwolves,Ricky Rubio,,activated from IL
6078,2015-02-03,Blazers,,Victor Claver,placed on IL
6079,2015-02-03,Blazers,Robin Lopez,,activated from IL
6080,2015-02-03,Heat,Luol Deng,,activated from IL
6081,2015-02-03,Nuggets,,JaVale McGee,placed on IL with illness
6082,2015-02-03,Nuggets,Darrell Arthur,,activated from IL
6083,2015-02-03,Nuggets,Kenneth Faried,,activated from IL
6084,2015-02-03,Warriors,,Ognjen Kuzmic / Ognen Kuzmic,placed on IL
6085,2015-02-03,Warriors,Festus Ezeli,,activated from IL
6086,2015-02-03,Hornets,Jannero Pargo,,activated from IL
6087,2015-02-04,Magic,,Aaron Gordon,placed on IL with sore left foot
6088,2015-02-04,Magic,Andrew Nicholson,,activated from IL
6089,2015-02-04,Spurs,,Tiago Splitter,placed on IL
6090,2015-02-04,Spurs,Marco Belinelli,,activated from IL
6091,2015-02-04,Thunder,,Mitch McGary,placed on IL
6092,2015-02-04,Thunder,Perry Jones III,,activated from IL
6093,2015-02-05,Blazers,,Chris Kaman,placed on IL with back injury
6094,2015-02-05,Blazers,Victor Claver,,activated from IL
6095,2015-02-05,Hornets,,Bismack Biyombo,placed on IL with bone bruise in right knee
6096,2015-02-05,Suns,,T.J. Warren,placed on IL
6097,2015-02-05,Suns,Zoran Dragic,,activated from IL
6098,2015-02-05,Wizards,,Drew Gooden,placed on IL
6099,2015-02-05,Wizards,DeJuan Blair,,activated from IL
6100,2015-02-06,Knicks,Amare Stoudemire / Amar'e Stoudemire,,activated from IL
6101,2015-02-06,Magic,,Andrew Nicholson,placed on IL
6102,2015-02-06,Magic,Aaron Gordon,,activated from IL
6103,2015-02-06,Raptors,,Bruno Caboclo,placed on IL
6104,2015-02-06,Raptors,James Johnson,,activated from IL
6105,2015-02-06,Spurs,,Jeff Ayres / Jeff Pendergraph,placed on IL
6106,2015-02-06,Spurs,Tiago Splitter,,activated from IL
6107,2015-02-06,Thunder,,Grant Jerrett,placed on IL
6108,2015-02-06,Thunder,Kevin Durant,,activated from IL
6109,2015-02-06,Knicks,,Cleanthony Early,placed on IL
6110,2015-02-07,Blazers,,Victor Claver,placed on IL
6111,2015-02-07,Blazers,Chris Kaman,,activated from IL
6112,2015-02-07,Kings,,Darren Collison,placed on IL with strained right hip flexor (out for season)
6113,2015-02-07,Kings,Reggie Evans,,activated from IL
6114,2015-02-07,Knicks,,Carmelo Anthony,placed on IL for rest
6115,2015-02-07,Knicks,Cleanthony Early,,activated from IL
6116,2015-02-07,Wizards,,Bradley Beal,placed on IL with sore right big toe
6117,2015-02-07,Wizards,Drew Gooden,,activated from IL
6118,2015-02-08,Bulls,,Kirk Hinrich,placed on IL with turf toe
6119,2015-02-08,Hawks,Shelvin Mack,,activated from IL
6120,2015-02-08,Kings,,Rudy Gay,placed on IL with sore left foot
6121,2015-02-08,Magic,Andrew Nicholson,,activated from IL
6122,2015-02-08,Pacers,,Ian Mahinmi,placed on IL with sprained right ankle
6123,2015-02-08,Spurs,Jeff Ayres / Jeff Pendergraph,,activated from IL
6124,2015-02-08,Suns,,Archie Goodwin,placed on IL
6125,2015-02-08,Suns,,Reggie Bullock,placed on IL
6126,2015-02-08,Suns,T.J. Warren,,activated from IL
6127,2015-02-08,Suns,Tyler Ennis,,activated from IL
6128,2015-02-08,Thunder,,Anthony Morrow,placed on IL with right shoulder injury
6129,2015-02-08,Pacers,Lavoy Allen,,activated from IL
6130,2015-02-08,Thunder,Mitch McGary,,activated from IL
6131,2015-02-08,Hawks,,Mike Muscala,placed on IL
6132,2015-02-08,Spurs,,Reggie Williams,placed on IL
6133,2015-02-09,Knicks,,Cleanthony Early,placed on IL
6134,2015-02-09,Knicks,,Travis Wear,placed on IL
6135,2015-02-09,Knicks,Andrea Bargnani,,activated from IL
6136,2015-02-09,Knicks,Carmelo Anthony,,activated from IL
6137,2015-02-09,Nuggets,,Jameer Nelson,placed on IL with Achilles injury
6138,2015-02-09,Nuggets,JaVale McGee,,activated from IL
6139,2015-02-09,Spurs,,Emanuel Ginobili / Manu Ginobili,placed on IL for rest
6140,2015-02-09,Spurs,Reggie Williams,,activated from IL
6141,2015-02-09,Thunder,Anthony Morrow,,activated from IL
6142,2015-02-09,Timberwolves,,Glenn Robinson III,placed on IL
6143,2015-02-09,Thunder,,Steven Adams,placed on IL with fractured right finger
6144,2015-02-09,Timberwolves,Shabazz Muhammad,,activated from IL
6145,2015-02-10,Bulls,Mike Dunleavy Jr.,,activated from IL
6146,2015-02-10,Rockets,,Terrence Jones,placed on IL with flu
6147,2015-02-10,Rockets,Clint Capela,,activated from IL
6148,2015-02-10,Rockets,Nick Johnson,,activated from IL
6149,2015-02-11,Blazers,,Chris Kaman,placed on IL with ankle injury
6150,2015-02-11,Blazers,Victor Claver,,activated from IL
6151,2015-02-11,Grizzlies,Russ Smith,,activated from IL
6152,2015-02-11,Knicks,,Carmelo Anthony,placed on IL with knee injury (out for season)
6153,2015-02-11,Knicks,,Lance Thomas,placed on IL with ankle injury
6154,2015-02-11,Knicks,Cleanthony Early,,activated from IL
6155,2015-02-11,Knicks,Travis Wear,,activated from IL
6156,2015-02-11,Magic,,Tobias Harris,placed on IL
6157,2015-02-11,Mavericks,,Tyson Chandler,placed on IL with sprained left ankle
6158,2015-02-11,Pacers,,Lavoy Allen,placed on IL
6159,2015-02-11,Pacers,Ian Mahinmi,,activated from IL
6160,2015-02-11,Pistons,,Caron Butler,placed on IL with back spasms
6161,2015-02-11,Spurs,,Reggie Williams,placed on IL
6162,2015-02-11,Spurs,Emanuel Ginobili / Manu Ginobili,,activated from IL
6163,2015-02-11,Timberwolves,,Gary Neal,placed on IL
6164,2015-02-11,Timberwolves,Glenn Robinson III,,activated from IL
6165,2015-02-12,Bulls,,Jimmy Butler,placed on IL with strained right shoulder
6166,2015-02-19,Mavericks,,Amare Stoudemire / Amar'e Stoudemire,placed on IL with sprained left ankle
6167,2015-02-19,Mavericks,,Dwight Powell,placed on IL
6168,2015-02-19,Mavericks,Rajon Rondo,,activated from IL
6169,2015-02-19,Mavericks,Tyson Chandler,,activated from IL
6170,2015-02-20,76ers,,Isaiah Canaan,placed on IL
6171,2015-02-20,76ers,Jason Richardson,,activated from IL
6172,2015-02-20,Blazers,,Alonzo Gee,placed on IL
6173,2015-02-20,Blazers,,Arron Afflalo,placed on IL
6174,2015-02-20,Blazers,Chris Kaman,,activated from IL
6175,2015-02-20,Bulls,,Cameron Bairstow,placed on IL
6176,2015-02-20,Bulls,Jimmy Butler,,activated from IL
6177,2015-02-20,Bulls,Kirk Hinrich,,activated from IL
6178,2015-02-20,Celtics,,Jared Sullinger,placed on IL with stress fracture in left foot
6179,2015-02-20,Celtics,Shavlik Randolph,,activated from IL
6180,2015-02-20,Hawks,Mike Muscala,,activated from IL
6181,2015-02-20,Hawks,Shelvin Mack,,activated from IL
6182,2015-02-20,Heat,,Chris Bosh,placed on IL with blood clot in lungs (out for season)
6183,2015-02-20,Heat,Dwyane Wade,,activated from IL
6184,2015-02-20,Jazz,,Grant Jerrett,placed on IL
6185,2015-02-20,Jazz,Rodney Hood,,activated from IL
6186,2015-02-20,Kings,,Reggie Evans,placed on IL with bruised right knee
6187,2015-02-20,Knicks,Lance Thomas,,activated from IL
6188,2015-02-20,Nuggets,,Will Barton,placed on IL
6189,2015-02-20,Nuggets,Jameer Nelson,,activated from IL
6190,2015-02-20,Pacers,,Shayne Whittington,placed on IL
6191,2015-02-20,Pacers,Lavoy Allen,,activated from IL
6192,2015-02-20,Pelicans,,Justin Hamilton (b),placed on IL
6193,2015-02-20,Pelicans,,Norris Cole (a),placed on IL
6194,2015-02-20,Pistons,Caron Butler,,activated from IL
6195,2015-02-20,Rockets,,Nick Johnson,placed on IL
6196,2015-02-20,Rockets,Terrence Jones,,activated from IL
6197,2015-02-20,Spurs,,Jeff Ayres / Jeff Pendergraph,placed on IL
6198,2015-02-20,Suns,,Danny Granger,placed on IL (out for season)
6199,2015-02-20,Suns,,Marcus Thornton (T.),placed on IL
6200,2015-02-20,Suns,Archie Goodwin,,activated from IL
6201,2015-02-20,Suns,Reggie Bullock,,activated from IL
6202,2015-02-20,Timberwolves,,Kevin Garnett,placed on IL
6203,2015-02-20,Timberwolves,Gary Neal,,activated from IL
6204,2015-02-20,Warriors,,James Michael McAdoo / James McAdoo (Michael),placed on IL
6205,2015-02-21,Bulls,,Kirk Hinrich,placed on IL with illness
6206,2015-02-21,Bulls,Cameron Bairstow,,activated from IL
6207,2015-02-21,Pelicans,Norris Cole (a),,activated from IL
6208,2015-02-21,Raptors,,Louis Williams / Lou Williams,placed on IL with ankle injury
6209,2015-02-21,Raptors,Lucas Nogueira,,activated from IL
6210,2015-02-21,Thunder,,Kevin Durant,placed on IL with right foot injury (out for season)
6211,2015-02-22,76ers,Isaiah Canaan,,activated from IL
6212,2015-02-22,Blazers,Arron Afflalo,,activated from IL
6213,2015-02-22,Magic,,Maurice Harkless / Moe Harkless,placed on IL
6214,2015-02-22,Magic,Tobias Harris,,activated from IL
6215,2015-02-22,Mavericks,,Chandler Parsons,placed on IL with sprained left ankle
6216,2015-02-22,Mavericks,Amare Stoudemire / Amar'e Stoudemire,,activated from IL
6217,2015-02-22,Nuggets,Will Barton,,activated from IL
6218,2015-02-23,Bulls,,Taj Gibson,placed on IL with illness
6219,2015-02-23,Raptors,,Patrick Patterson,placed on IL with left knee injury
6220,2015-02-23,Raptors,Louis Williams / Lou Williams,,activated from IL
6221,2015-02-23,Spurs,,Matt Bonner,placed on IL
6222,2015-02-23,Spurs,Jeff Ayres / Jeff Pendergraph,,activated from IL
6223,2015-02-23,Suns,Marcus Thornton (T.),,activated from IL
6224,2015-02-23,Timberwolves,,Shabazz Muhammad,placed on IL with recovering from surgery on left middle finger to repair ruptured ligament (out for season)
6225,2015-02-24,Cavaliers,,Shawn Marion,placed on IL with strained left hip
6226,2015-02-24,Raptors,Patrick Patterson,,activated from IL
6227,2015-02-25,Blazers,Alonzo Gee,,activated from IL
6228,2015-02-25,Bulls,Kirk Hinrich,,activated from IL
6229,2015-02-25,Bulls,Taj Gibson,,activated from IL
6230,2015-02-25,Clippers,,Blake Griffin,placed on IL recovering from surgery on right elbow to remove staph infection
6231,2015-02-25,Jazz,,Ian Clark,placed on IL
6232,2015-02-25,Jazz,Grant Jerrett,,activated from IL
6233,2015-02-25,Kings,Reggie Evans,,activated from IL
6234,2015-02-25,Mavericks,Dwight Powell,,activated from IL
6235,2015-02-25,Rockets,,Clint Capela,placed on IL
6236,2015-02-25,Rockets,,Kostas Papanikolaou,placed on IL with sprained right ankle
6237,2015-02-25,Rockets,Nick Johnson,,activated from IL
6238,2015-02-25,Spurs,,Reggie Williams,placed on IL
6239,2015-02-25,Spurs,Matt Bonner,,activated from IL
6240,2015-02-25,Thunder,,Steve Novak,placed on IL with appendectomy (date approximate)
6241,2015-02-25,Timberwolves,Kevin Garnett,,activated from IL
6242,2015-02-25,Bulls,,Derrick Rose,placed on IL with torn medial meniscus in righ tknee
6243,2015-02-27,Bulls,,Pau Gasol,placed on IL with illness
6244,2015-02-27,Kings,,DeMarcus Cousins,placed on IL with sprained left ankle
6245,2015-02-27,Magic,,Aaron Gordon,placed on IL with sprained right ankle
6246,2015-02-27,Magic,,Evan Fournier,placed on IL with hip injury
6247,2015-02-27,Magic,Maurice Harkless / Moe Harkless,,activated from IL
6248,2015-02-27,Magic,Roy Devyn Marble / Roy Marble (Devyn),,activated from IL
6249,2015-02-27,Spurs,,Jeff Ayres / Jeff Pendergraph,placed on IL
6250,2015-02-27,Spurs,Reggie Williams,,activated from IL
6251,2015-02-27,Timberwolves,,Anthony Bennett,placed on IL with sprained right ankle
6252,2015-02-27,Timberwolves,Robbie Hummel,,activated from IL
6253,2015-02-28,Heat,,Chris Andersen,placed on IL with illness
6254,2015-02-28,Mavericks,,Tyson Chandler,placed on IL with strained left hip
6255,2015-02-28,Raptors,,Kyle Lowry,placed on IL for rest
6256,2015-02-28,Spurs,,Reggie Williams,placed on IL
6257,2015-02-28,Spurs,Jeff Ayres / Jeff Pendergraph,,activated from IL
6258,2015-02-28,Wizards,,Kris Humphries,placed on IL with strained left groin
6259,2015-02-28,Wizards,Bradley Beal,,activated from IL
6260,2015-03-01,Blazers,,Allen Crabbe,placed on IL
6261,2015-03-01,Blazers,Joel Freeland,,activated from IL
6262,2015-03-01,Bulls,,Taj Gibson,placed on IL with sore left ankle
6263,2015-03-01,Bulls,Pau Gasol,,activated from IL
6264,2015-03-01,Hornets,,P.J. Hairston,placed on IL
6265,2015-03-01,Hornets,Bismack Biyombo,,activated from IL
6266,2015-03-02,Heat,Chris Andersen,,activated from IL
6267,2015-03-02,Timberwolves,,Robbie Hummel,placed on IL with fractured right hand
6268,2015-03-03,Bulls,,Jimmy Butler,placed on IL with sprained left elbow
6269,2015-03-03,Kings,DeMarcus Cousins,,activated from IL
6270,2015-03-03,Knicks,,Jose Calderon,placed on IL with sore/strained left Achilles (out for season)
6271,2015-03-04,Celtics,,Shavlik Randolph,placed on IL with waived
6272,2015-03-04,Celtics,Kelly Olynyk,,activated from IL
6273,2015-03-04,Magic,,Roy Devyn Marble / Roy Marble (Devyn),placed on IL with detached retina in left eye (out for season)
6274,2015-03-04,Magic,Aaron Gordon,,activated from IL
6275,2015-03-04,Pacers,,Roy Hibbert,placed on IL with elbow injury
6276,2015-03-04,Pacers,Shayne Whittington,,activated from IL
6277,2015-03-05,Mavericks,,Dwight Powell,placed on IL
6278,2015-03-05,Mavericks,Tyson Chandler,,activated from IL
6279,2015-03-06,Celtics,,Avery Bradley,placed on IL with strained left elbow
6280,2015-03-06,Celtics,Shavlik Randolph,,activated from IL
6281,2015-03-06,Grizzlies,Vince Carter,,activated from IL
6282,2015-03-06,Mavericks,,Devin Harris,placed on IL with right hand injury / hip injury (P)
6283,2015-03-06,Mavericks,Dwight Powell,,activated from IL
6284,2015-03-06,Pacers,,Shayne Whittington,placed on IL
6285,2015-03-06,Pacers,Roy Hibbert,,activated from IL
6286,2015-03-06,Raptors,,Lucas Nogueira,placed on IL
6287,2015-03-06,Raptors,Kyle Lowry,,activated from IL
6288,2015-03-06,Rockets,,Nick Johnson,placed on IL
6289,2015-03-06,Rockets,Kostas Papanikolaou,,activated from IL
6290,2015-03-07,Blazers,,Wesley Matthews / Wes Matthews Jr.,placed on IL with torn left Achilles tendon (out for season)
6291,2015-03-07,Blazers,Allen Crabbe,,activated from IL
6292,2015-03-07,Hawks,,Kyle Korver,placed on IL
6293,2015-03-08,Clippers,,Jamal Crawford,placed on IL with bruised right calf
6294,2015-03-08,Mavericks,Chandler Parsons,,activated from IL
6295,2015-03-08,Thunder,Steven Adams,,activated from IL
6296,2015-03-08,Mavericks,,Dwight Powell,placed on IL
6297,2015-03-09,Hawks,,Jarell Eddie,placed on IL
6298,2015-03-09,Hawks,Kyle Korver,,activated from IL
6299,2015-03-09,Heat,,Zoran Dragic,placed on IL
6300,2015-03-10,Mavericks,,Greg Smith (a),placed on IL
6301,2015-03-10,Mavericks,Devin Harris,,activated from IL
6302,2015-03-10,Pacers,,C.J. Miles,placed on IL with foot injury
6303,2015-03-10,Pacers,Shayne Whittington,,activated from IL
